canonical_env,env_name,is_alias,scope,module,file,line,style,tool,var,snippet
braker_v.3.0.8,braker_v.3.0.8,,docs,2026-07-13-ps-gene-anno,docs/superpowers/plans/2026-07-13-ps-gene-anno.md,1817,conda-run-literal,miniprot,,conda run -n braker_v.3.0.8 --no-capture-output miniprot --gff -t 4 6497.fa avr1a.fa | head -20
RNA_Seq,RNA_Seq,,docs,2026-07-13-transcript-assembly-bam-input,docs/superpowers/plans/2026-07-13-transcript-assembly-bam-input.md,182,env-path,stringtie,,"'stringtie', '~/miniforge3/envs/RNA_Seq/bin/stringtie', 'STRINGTIE_PATH'))"
RNA_Seq,RNA_Seq,,docs,2026-07-13-transcript-assembly-bam-input,docs/superpowers/plans/2026-07-13-transcript-assembly-bam-input.md,184,env-path,gffread,,"'gffread', '~/miniforge3/envs/RNA_Seq/bin/gffread', 'GFFREAD_PATH'))"
RNA_Seq,RNA_Seq,,docs,2026-07-13-transcript-assembly-bam-input,docs/superpowers/plans/2026-07-13-transcript-assembly-bam-input.md,186,env-path,hisat2,,"'hisat2', '~/miniforge3/envs/RNA_Seq/bin/hisat2', 'HISAT2_PATH'))"
RNA_Seq,RNA_Seq,,docs,2026-07-13-transcript-assembly-bam-input,docs/superpowers/plans/2026-07-13-transcript-assembly-bam-input.md,188,env-path,hisat2-build,,"'hisat2-build', '~/miniforge3/envs/RNA_Seq/bin/hisat2-build', 'HISAT2_BUILD_PATH'))"
raxml-ng_v.2.0.1,raxml-ng_v.2.0.1,,docs,2026-07-14-raxml-ng,docs/superpowers/plans/2026-07-14-raxml-ng.md,294,env-path,raxml-ng,,conda_path = '/miniforge3/envs/raxml-ng_v.2.0.1/bin/raxml-ng'
mga,mga,,docs,2026-07-15-mga-module,docs/superpowers/plans/2026-07-15-mga-module.md,7,conda-run-literal,,,"**Architecture:** 对齐 `phobius`/`raxml_ng` 模板(config/utils/main + Click CLI)。因 MGA 二进制不在 conda env 但需 mga env 的 minimap2/samtools/python,采用显式 `conda run -n mga -"
biopytools,biopytools,,docs,2026-07-15-mga-module,docs/superpowers/plans/2026-07-15-mga-module.md,20,conda-run-literal,,,- **测试运行方式**:`conda run -n biopytools python -m pytest biopytools/tests/test_mga/ -v`
biopytools,biopytools,,docs,2026-07-15-mga-module,docs/superpowers/plans/2026-07-15-mga-module.md,92,conda-run-literal,,,Run: `conda run -n biopytools python -m pytest biopytools/tests/test_mga/test_config.py -v`
mga,mga,,docs,2026-07-15-mga-module,docs/superpowers/plans/2026-07-15-mga-module.md,115,env-field,,,"conda_env: str = ""mga"""
biopytools,biopytools,,docs,2026-07-15-mga-module,docs/superpowers/plans/2026-07-15-mga-module.md,156,conda-run-literal,,,Run: `conda run -n biopytools python -m pytest biopytools/tests/test_mga/test_config.py -v`
biopytools,biopytools,,docs,2026-07-15-mga-module,docs/superpowers/plans/2026-07-15-mga-module.md,226,conda-run-literal,,,Run: `conda run -n biopytools python -m pytest biopytools/tests/test_mga/test_utils.py -v`
biopytools,biopytools,,docs,2026-07-15-mga-module,docs/superpowers/plans/2026-07-15-mga-module.md,376,conda-run-literal,,,Run: `conda run -n biopytools python -m pytest biopytools/tests/test_mga/test_utils.py -v`
biopytools,biopytools,,docs,2026-07-15-mga-module,docs/superpowers/plans/2026-07-15-mga-module.md,452,conda-run-literal,,,Run: `conda run -n biopytools python -m pytest biopytools/tests/test_mga/test_runner.py -v`
biopytools,biopytools,,docs,2026-07-15-mga-module,docs/superpowers/plans/2026-07-15-mga-module.md,620,conda-run-literal,,,Run: `conda run -n biopytools python -m pytest biopytools/tests/test_mga/test_runner.py -v`
biopytools,biopytools,,docs,2026-07-15-mga-module,docs/superpowers/plans/2026-07-15-mga-module.md,750,conda-run-literal,biopytools,,Run: `conda run -n biopytools biopytools mga --help`
biopytools,biopytools,,docs,2026-07-15-mga-module,docs/superpowers/plans/2026-07-15-mga-module.md,753,conda-run-literal,biopytools,,Run: `conda run -n biopytools biopytools --help 2>&1 | grep mga`
biopytools,biopytools,,docs,2026-07-15-mga-module,docs/superpowers/plans/2026-07-15-mga-module.md,768,conda-run-literal,,,Run: `conda run -n biopytools python -m pytest biopytools/tests/test_mga/ -v`
biopytools,biopytools,,docs,2026-07-15-mga-module,docs/superpowers/plans/2026-07-15-mga-module.md,776,conda-run-literal,biopytools,,conda run -n biopytools biopytools mga -r <真实reads路径> -o /tmp/mga_dryrun -t 50 --dry-run
mga,mga,,docs,2026-07-15-mga-module,docs/superpowers/plans/2026-07-15-mga-module.md,778,conda-run-literal,,,"Expected: 日志输出一行 `命令|Command: conda run -n mga --no-capture-output ~/software/MGA/consensusLJA/bin/MGA --reads <reads> --output /tmp/mga_dryrun --threads 50`,且*"
singularity_v.3.8.7,singularity_v.3.8.7,,docs,2026-07-21-hite-module-rewrite,docs/superpowers/plans/2026-07-21-hite-module-rewrite.md,176,env-path,singularity,,"""~/miniforge3/envs/singularity_v.3.8.7/bin/singularity"","
singularity_v.3.8.7,singularity_v.3.8.7,,docs,2026-07-21-hite-module-rewrite,docs/superpowers/plans/2026-07-21-hite-module-rewrite.md,1512,env-path,singularity,,"default='~/miniforge3/envs/singularity_v.3.8.7/bin/singularity', show_default=True,"
pasa_v.2.5.3,pasa_v.2.5.3,,docs,2026-07-23-pasa-module,docs/superpowers/plans/2026-07-23-pasa-module.md,7,conda-run-literal,,,**Architecture:** 标准模块结构(config/utils/pasa_runner/main + cli 包装)。PASA 经 `conda run -n pasa_v.2.5.3 --no-capture-output` 调用(传完整路径);数据库锁定 SQLite(该 env 无 DBD::mysq
pasa_v.2.5.3,pasa_v.2.5.3,,docs,2026-07-23-pasa-module,docs/superpowers/plans/2026-07-23-pasa-module.md,18,env-path,,,- **PASA 环境事实**:`~/miniforge3/envs/pasa_v.2.5.3`(自含 Launch_PASA_pipeline.pl/seqclean/cdbfasta/cdbyank/slclust + gmap/pblat/minimap2);perl 有 DBD::SQLite/DB_File/
pasa_v.2.5.3,pasa_v.2.5.3,,docs,2026-07-23-pasa-module,docs/superpowers/plans/2026-07-23-pasa-module.md,162,env-path,Launch_PASA_pipeline.pl,,"""~/miniforge3/envs/pasa_v.2.5.3/bin/Launch_PASA_pipeline.pl"","
pasa_v.2.5.3,pasa_v.2.5.3,,docs,2026-07-23-pasa-module,docs/superpowers/plans/2026-07-23-pasa-module.md,242,env-path,Launch_PASA_pipeline.pl,,"env = get_conda_env(""/home/u/miniforge3/envs/pasa_v.2.5.3/bin/Launch_PASA_pipeline.pl"")"
pasa_v.2.5.3,pasa_v.2.5.3,,docs,2026-07-23-pasa-module,docs/superpowers/plans/2026-07-23-pasa-module.md,247,env-path,Launch_PASA_pipeline.pl,,"cmd = build_conda_command(""/x/envs/pasa_v.2.5.3/bin/Launch_PASA_pipeline.pl"","
pasa_v.2.5.3,pasa_v.2.5.3,,docs,2026-07-23-pasa-module,docs/superpowers/plans/2026-07-23-pasa-module.md,251,env-path,Launch_PASA_pipeline.pl,,"""/x/envs/pasa_v.2.5.3/bin/Launch_PASA_pipeline.pl"", ""-c"", ""aa.config"", ""-C""])"
pasa_v.2.5.3,pasa_v.2.5.3,,docs,2026-07-23-pasa-module,docs/superpowers/plans/2026-07-23-pasa-module.md,1094,env-path,,,ls ~/miniforge3/envs/pasa_v.2.5.3/opt/pasa-2.5.3/sample_data/
RNA_Seq,RNA_Seq,,docs,2026-07-24-rnaseq2vcf,docs/superpowers/plans/2026-07-24-rnaseq2vcf.md,28,env-path,,,"| fastp, hisat2, hisat2-build, hisat2_extract_splice_sites.py, samtools(比对) | `RNA_Seq` | 默认 `~/miniforge3/envs/RNA_Seq/bin/...` |"
GATK_v.4.6.2.0,GATK_v.4.6.2.0,,docs,2026-07-24-rnaseq2vcf,docs/superpowers/plans/2026-07-24-rnaseq2vcf.md,29,env-path,,,"| gatk(全系列), samtools, bcftools | `GATK_v.4.6.2.0` | 默认 `~/miniforge3/envs/GATK_v.4.6.2.0/bin/...` |"
RNA_Seq,RNA_Seq,,docs,2026-07-24-rnaseq2vcf,docs/superpowers/plans/2026-07-24-rnaseq2vcf.md,233,env-path,hisat2,,"default_factory=lambda: get_tool_path('hisat2', '~/miniforge3/envs/RNA_Seq/bin/hisat2', 'HISAT2_PATH'))"
RNA_Seq,RNA_Seq,,docs,2026-07-24-rnaseq2vcf,docs/superpowers/plans/2026-07-24-rnaseq2vcf.md,235,env-path,fastp,,"default_factory=lambda: get_tool_path('fastp', '~/miniforge3/envs/RNA_Seq/bin/fastp', 'FASTP_PATH'))"
GATK_v.4.6.2.0,GATK_v.4.6.2.0,,docs,2026-07-24-rnaseq2vcf,docs/superpowers/plans/2026-07-24-rnaseq2vcf.md,237,env-path,samtools,,"default_factory=lambda: get_tool_path('samtools', '~/miniforge3/envs/GATK_v.4.6.2.0/bin/samtools', 'SAMTOOLS_PATH'))"
GATK_v.4.6.2.0,GATK_v.4.6.2.0,,docs,2026-07-24-rnaseq2vcf,docs/superpowers/plans/2026-07-24-rnaseq2vcf.md,239,env-path,bcftools,,"default_factory=lambda: get_tool_path('bcftools', '~/miniforge3/envs/GATK_v.4.6.2.0/bin/bcftools', 'BCFTOOLS_PATH'))"
GATK_v.4.6.2.0,GATK_v.4.6.2.0,,docs,2026-07-24-rnaseq2vcf,docs/superpowers/plans/2026-07-24-rnaseq2vcf.md,241,env-path,gatk,,"default_factory=lambda: get_tool_path('gatk', '~/miniforge3/envs/GATK_v.4.6.2.0/bin/gatk', 'GATK_PATH'))"
RNA_Seq,RNA_Seq,,docs,2026-07-24-rnaseq2vcf,docs/superpowers/plans/2026-07-24-rnaseq2vcf.md,363,env-path,hisat2,,env = get_conda_env('/home/u/miniforge3/envs/RNA_Seq/bin/hisat2')
GATK_v.4.6.2.0,GATK_v.4.6.2.0,,docs,2026-07-24-rnaseq2vcf,docs/superpowers/plans/2026-07-24-rnaseq2vcf.md,367,env-path,gatk,,env = get_conda_env('/home/u/miniforge3/envs/GATK_v.4.6.2.0/bin/gatk')
RNA_Seq,RNA_Seq,,docs,2026-07-24-rnaseq2vcf,docs/superpowers/plans/2026-07-24-rnaseq2vcf.md,373,env-path,hisat2,,"cmd = build_conda_command('/home/u/miniforge3/envs/RNA_Seq/bin/hisat2', ['-x', 'idx'])"
RNA_Seq,RNA_Seq,,docs,2026-07-24-rnaseq2vcf,docs/superpowers/plans/2026-07-24-rnaseq2vcf.md,1670,conda-run-literal,,,Expected: 打印所有步骤完整命令（fastp/hisat2/gatk/annovar），含 `conda run -n RNA_Seq`/`-n GATK_v.4.6.2.0`、`--no-capture-output`、`--known-splicesite-infile`、`SplitNCigarReads
sv_calling,sv_calling,,docs,2026-08-06-genome2sv,docs/superpowers/plans/2026-08-06-genome2sv.md,7,conda-run-literal,,,**Architecture:** 标准五件套模块(config/utils/pipeline/main + Click 包装)。所有 6 个工具共用 conda 环境 `sv_calling`;minimap2|samtools 管道用**单条** `conda run -n sv_calling bash -c` 
biopytools,biopytools,,docs,2026-08-06-genome2sv,docs/superpowers/plans/2026-08-06-genome2sv.md,14,env-path,python,,- **测试运行环境|Test runner:** 测试用 `~/miniforge3/envs/biopytools/bin/python -m pytest <path> -v`(sv_calling 无 pytest/yaml;biopytools env=Python3.10+yaml6.0.2+pytest9
biopytools,biopytools,,docs,2026-08-06-genome2sv,docs/superpowers/plans/2026-08-06-genome2sv.md,194,env-path,python,,Run: `cd ~/software/biopytools && ~/miniforge3/envs/biopytools/bin/python -m pytest biopytools/tests/test_genome2sv/test_config.py -v`
biopytools,biopytools,,docs,2026-08-06-genome2sv,docs/superpowers/plans/2026-08-06-genome2sv.md,400,env-path,python,,Run: `cd ~/software/biopytools && ~/miniforge3/envs/biopytools/bin/python -m pytest biopytools/tests/test_genome2sv/test_config.py -v`
sv_calling,sv_calling,,docs,2026-08-06-genome2sv,docs/superpowers/plans/2026-08-06-genome2sv.md,445,env-path,samtools,,"return_value=""/x/miniforge3/envs/sv_calling/bin/samtools""):"
biopytools,biopytools,,docs,2026-08-06-genome2sv,docs/superpowers/plans/2026-08-06-genome2sv.md,561,env-path,python,,Run: `cd ~/software/biopytools && ~/miniforge3/envs/biopytools/bin/python -m pytest biopytools/tests/test_genome2sv/test_utils.py -v`
biopytools,biopytools,,docs,2026-08-06-genome2sv,docs/superpowers/plans/2026-08-06-genome2sv.md,742,env-path,python,,Run: `cd ~/software/biopytools && ~/miniforge3/envs/biopytools/bin/python -m pytest biopytools/tests/test_genome2sv/test_utils.py -v`
biopytools,biopytools,,docs,2026-08-06-genome2sv,docs/superpowers/plans/2026-08-06-genome2sv.md,896,env-path,python,,Run: `cd ~/software/biopytools && ~/miniforge3/envs/biopytools/bin/python -m pytest biopytools/tests/test_genome2sv/test_pipeline.py -v`
biopytools,biopytools,,docs,2026-08-06-genome2sv,docs/superpowers/plans/2026-08-06-genome2sv.md,1122,env-path,python,,Run: `cd ~/software/biopytools && ~/miniforge3/envs/biopytools/bin/python -m pytest biopytools/tests/test_genome2sv/test_pipeline.py -v`
biopytools,biopytools,,docs,2026-08-06-genome2sv,docs/superpowers/plans/2026-08-06-genome2sv.md,1127,env-path,python,,Run: `cd ~/software/biopytools && ~/miniforge3/envs/biopytools/bin/python -m pytest biopytools/tests/test_genome2sv/ -v`
biopytools,biopytools,,docs,2026-08-06-genome2sv,docs/superpowers/plans/2026-08-06-genome2sv.md,1363,env-path,python,,Run: `cd ~/software/biopytools && ~/miniforge3/envs/biopytools/bin/python -m biopytools.genome2sv.main --help`
biopytools,biopytools,,docs,2026-08-06-genome2sv,docs/superpowers/plans/2026-08-06-genome2sv.md,1366,env-path,python,,"Run: `cd ~/software/biopytools && ~/miniforge3/envs/biopytools/bin/python -c ""from biopytools.cli.main import cli; from click.testing import CliRunner; r=CliRun"
biopytools,biopytools,,docs,2026-08-06-genome2sv,docs/superpowers/plans/2026-08-06-genome2sv.md,1426,env-path,python,,Run: `cd ~/software/biopytools && ~/miniforge3/envs/biopytools/bin/python -m pytest biopytools/tests/test_genome2sv/test_utils.py::TestSoftwareVersions -v`
biopytools,biopytools,,docs,2026-08-06-genome2sv,docs/superpowers/plans/2026-08-06-genome2sv.md,1479,env-path,python,,Run: `cd ~/software/biopytools && ~/miniforge3/envs/biopytools/bin/python -m pytest biopytools/tests/test_genome2sv/ -v`
iqtree_v.3.0.1,iqtree_v.3.0.1,,docs,2026-08-07-vcf2tree-plan,docs/superpowers/plans/2026-08-07-vcf2tree-plan.md,134,env-path,iqtree,,"'~/miniforge3/envs/iqtree_v.3.0.1/bin/iqtree',"
iqtree_v.3.0.1,iqtree_v.3.0.1,,docs,2026-08-07-vcf2tree-plan,docs/superpowers/plans/2026-08-07-vcf2tree-plan.md,478,env-path,iqtree,,"with patch('shutil.which', return_value='/miniforge3/envs/iqtree_v.3.0.1/bin/iqtree'):"
qiime_v.2024.10.1,qiime_v.2024.10.1,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,20,conda-run-literal,,,- **单测运行命令**(pytest 在 qiime env):`conda run -n qiime_v.2024.10.1 python -m pytest biopytools/tests/test_selective_sweep/ -v`
selective_sweep,selective_sweep,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,30,env-path,RAiSD,,- 复制:`~/miniforge3/envs/selective_sweep/bin/RAiSD`
selective_sweep,selective_sweep,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,34,env-path,RAiSD,,"- Produces: 可执行 `~/miniforge3/envs/selective_sweep/bin/RAiSD`,支持 `.vcf.gz` 输入(zlib),运行时经 conda run 找到 libgsl.so.25"
selective_sweep,selective_sweep,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,46,conda-run-literal,,,"conda run -n selective_sweep bash -c 'cd ~/software/raisd && rm -f Makefile && cp makefiles/Makefile.ZLIB Makefile && sed -i ""s|^INCLUDES = .*|INCLUDES = -I sou"
selective_sweep,selective_sweep,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,53,env-path,RAiSD,,cp ~/software/raisd/RAiSD ~/miniforge3/envs/selective_sweep/bin/RAiSD && chmod +x ~/miniforge3/envs/selective_sweep/bin/RAiSD
selective_sweep,selective_sweep,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,54,conda-run-literal,RAiSD,,conda run -n selective_sweep RAiSD -v
qiime_v.2024.10.1,qiime_v.2024.10.1,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,76,conda-run-literal,,,conda run -n qiime_v.2024.10.1 python gen_test_vcf.py
selective_sweep,selective_sweep,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,77,conda-run-literal,bcftools,,conda run -n selective_sweep bcftools view -Oz -o test.vcf.gz test.vcf
selective_sweep,selective_sweep,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,78,conda-run-literal,RAiSD,,cd ~/tmp/test_raisd && conda run -n selective_sweep RAiSD -n t1 -I test.vcf.gz -R -s -f -O
qiime_v.2024.10.1,qiime_v.2024.10.1,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,170,conda-run-literal,,,Run: `conda run -n qiime_v.2024.10.1 python -m pytest biopytools/tests/test_selective_sweep/test_config.py -v`
selective_sweep,selective_sweep,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,218,env-path,bcftools,,bcftools_path: str = '~/miniforge3/envs/selective_sweep/bin/bcftools'
selective_sweep,selective_sweep,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,219,env-path,vcftools,,vcftools_path: str = '~/miniforge3/envs/selective_sweep/bin/vcftools'
selective_sweep,selective_sweep,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,220,env-path,RAiSD,,raisd_path: str = '~/miniforge3/envs/selective_sweep/bin/RAiSD'
qiime_v.2024.10.1,qiime_v.2024.10.1,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,284,conda-run-literal,,,Run: `conda run -n qiime_v.2024.10.1 python -m pytest biopytools/tests/test_selective_sweep/test_config.py -v`
selective_sweep,selective_sweep,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,323,env-path,bcftools,,return_value='/home/u/miniforge3/envs/selective_sweep/bin/bcftools'):
selective_sweep,selective_sweep,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,324,env-path,bcftools,,"self.assertEqual(get_conda_env('/home/u/miniforge3/envs/selective_sweep/bin/bcftools'),"
selective_sweep,selective_sweep,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,337,env-path,vcftools,,"cmd = build_conda_command('/x/envs/selective_sweep/bin/vcftools', ['--version'])"
selective_sweep,selective_sweep,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,340,env-path,vcftools,,"'/x/envs/selective_sweep/bin/vcftools', '--version'])"
qiime_v.2024.10.1,qiime_v.2024.10.1,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,394,conda-run-literal,,,Run: `conda run -n qiime_v.2024.10.1 python -m pytest biopytools/tests/test_selective_sweep/test_utils.py -v`
qiime_v.2024.10.1,qiime_v.2024.10.1,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,651,conda-run-literal,,,Run: `conda run -n qiime_v.2024.10.1 python -m pytest biopytools/tests/test_selective_sweep/test_utils.py -v`
qiime_v.2024.10.1,qiime_v.2024.10.1,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,813,conda-run-literal,,,Run: `conda run -n qiime_v.2024.10.1 python -m pytest biopytools/tests/test_selective_sweep/test_merge_stats.py -v`
qiime_v.2024.10.1,qiime_v.2024.10.1,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,942,conda-run-literal,,,Run: `conda run -n qiime_v.2024.10.1 python -m pytest biopytools/tests/test_selective_sweep/test_merge_stats.py -v`
qiime_v.2024.10.1,qiime_v.2024.10.1,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,1136,conda-run-literal,,,Run: `conda run -n qiime_v.2024.10.1 python -m pytest biopytools/tests/test_selective_sweep/test_merge_stats.py -v`
qiime_v.2024.10.1,qiime_v.2024.10.1,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,1356,conda-run-literal,,,Run: `conda run -n qiime_v.2024.10.1 python -m pytest biopytools/tests/test_selective_sweep/test_merge_stats.py -v`
qiime_v.2024.10.1,qiime_v.2024.10.1,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,1509,conda-run-literal,,,Run: `conda run -n qiime_v.2024.10.1 python -m pytest biopytools/tests/test_selective_sweep/test_pipeline.py -v`
qiime_v.2024.10.1,qiime_v.2024.10.1,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,1792,conda-run-literal,,,Run: `conda run -n qiime_v.2024.10.1 python -m pytest biopytools/tests/test_selective_sweep/test_pipeline.py -v`
qiime_v.2024.10.1,qiime_v.2024.10.1,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,1878,conda-run-literal,,,Run: `conda run -n qiime_v.2024.10.1 python -m pytest biopytools/tests/test_selective_sweep/test_main.py -v`
qiime_v.2024.10.1,qiime_v.2024.10.1,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,2191,conda-run-literal,,,Run: `conda run -n qiime_v.2024.10.1 python -m pytest biopytools/tests/test_selective_sweep/test_main.py -v`
qiime_v.2024.10.1,qiime_v.2024.10.1,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,2196,conda-run-literal,,,conda run -n qiime_v.2024.10.1 python -m biopytools.cli.main --help 2>&1 | grep -A1 selective
qiime_v.2024.10.1,qiime_v.2024.10.1,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,2197,conda-run-literal,,,conda run -n qiime_v.2024.10.1 python -m biopytools.cli.main selective-sweep --help
qiime_v.2024.10.1,qiime_v.2024.10.1,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,2242,conda-run-literal,,,conda run -n qiime_v.2024.10.1 python gen_syn.py
selective_sweep,selective_sweep,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,2243,conda-run-literal,bcftools,,conda run -n selective_sweep bcftools view -Oz -o syn.vcf.gz syn.vcf
qiime_v.2024.10.1,qiime_v.2024.10.1,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,2251,conda-run-literal,,,conda run -n qiime_v.2024.10.1 python -m biopytools.cli.main selective-sweep \
qiime_v.2024.10.1,qiime_v.2024.10.1,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,2275,conda-run-literal,,,conda run -n qiime_v.2024.10.1 python -m biopytools.cli.main selective-sweep \
qiime_v.2024.10.1,qiime_v.2024.10.1,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,2285,conda-run-literal,,,conda run -n qiime_v.2024.10.1 python -m biopytools.cli.main selective-sweep \
qiime_v.2024.10.1,qiime_v.2024.10.1,,docs,2026-08-10-selective-sweep,docs/superpowers/plans/2026-08-10-selective-sweep.md,2298,conda-run-literal,,,conda run -n qiime_v.2024.10.1 python -m pytest biopytools/tests/test_selective_sweep/ -v
HiC-Pro_v3.1.0,HiC-Pro_v3.1.0,,docs,2026-08-11-centier-hic-input,docs/superpowers/plans/2026-08-11-centier-hic-input.md,1215,env-path,bowtie2-build,,bt2_build = os.path.expanduser('~/miniforge3/envs/HiC-Pro_v3.1.0/bin/bowtie2-build')
WGCNA_v.1.73,WGCNA_v.1.73,,docs,2026-08-12-mixrace,docs/superpowers/plans/2026-08-12-mixrace.md,16,env-path,Rscript,,- **环境（已验证存在）**：bwa-mem2=`~/miniforge3/envs/cphasing/bin/bwa-mem2`；samtools/bcftools/bedtools=`~/miniforge3/envs/sv_calling/bin/<tool>`；Rscript=`~/miniforge3/en
cphasing,cphasing,,docs,2026-08-12-mixrace,docs/superpowers/plans/2026-08-12-mixrace.md,16,env-path,bwa-mem2,,- **环境（已验证存在）**：bwa-mem2=`~/miniforge3/envs/cphasing/bin/bwa-mem2`；samtools/bcftools/bedtools=`~/miniforge3/envs/sv_calling/bin/<tool>`；Rscript=`~/miniforge3/en
sv_calling,sv_calling,,docs,2026-08-12-mixrace,docs/superpowers/plans/2026-08-12-mixrace.md,16,env-path,,,- **环境（已验证存在）**：bwa-mem2=`~/miniforge3/envs/cphasing/bin/bwa-mem2`；samtools/bcftools/bedtools=`~/miniforge3/envs/sv_calling/bin/<tool>`；Rscript=`~/miniforge3/en
cphasing,cphasing,,docs,2026-08-12-mixrace,docs/superpowers/plans/2026-08-12-mixrace.md,73,env-path,bwa-mem2,,"bwa_mem2_path: str = ""~/miniforge3/envs/cphasing/bin/bwa-mem2"""
sv_calling,sv_calling,,docs,2026-08-12-mixrace,docs/superpowers/plans/2026-08-12-mixrace.md,74,env-path,samtools,,"samtools_path: str = ""~/miniforge3/envs/sv_calling/bin/samtools"""
sv_calling,sv_calling,,docs,2026-08-12-mixrace,docs/superpowers/plans/2026-08-12-mixrace.md,75,env-path,bcftools,,"bcftools_path: str = ""~/miniforge3/envs/sv_calling/bin/bcftools"""
sv_calling,sv_calling,,docs,2026-08-12-mixrace,docs/superpowers/plans/2026-08-12-mixrace.md,76,env-path,bedtools,,"bedtools_path: str = ""~/miniforge3/envs/sv_calling/bin/bedtools"""
WGCNA_v.1.73,WGCNA_v.1.73,,docs,2026-08-12-mixrace,docs/superpowers/plans/2026-08-12-mixrace.md,77,env-path,Rscript,,"rscript_path: str = ""~/miniforge3/envs/WGCNA_v.1.73/bin/Rscript"""
cphasing,cphasing,,docs,2026-08-12-mixrace,docs/superpowers/plans/2026-08-12-mixrace.md,160,env-path,bwa-mem2,,"bwa_mem2_path: str = ""~/miniforge3/envs/cphasing/bin/bwa-mem2"""
sv_calling,sv_calling,,docs,2026-08-12-mixrace,docs/superpowers/plans/2026-08-12-mixrace.md,161,env-path,samtools,,"samtools_path: str = ""~/miniforge3/envs/sv_calling/bin/samtools"""
sv_calling,sv_calling,,docs,2026-08-12-mixrace,docs/superpowers/plans/2026-08-12-mixrace.md,162,env-path,bcftools,,"bcftools_path: str = ""~/miniforge3/envs/sv_calling/bin/bcftools"""
sv_calling,sv_calling,,docs,2026-08-12-mixrace,docs/superpowers/plans/2026-08-12-mixrace.md,163,env-path,bedtools,,"bedtools_path: str = ""~/miniforge3/envs/sv_calling/bin/bedtools"""
WGCNA_v.1.73,WGCNA_v.1.73,,docs,2026-08-12-mixrace,docs/superpowers/plans/2026-08-12-mixrace.md,164,env-path,Rscript,,"rscript_path: str = ""~/miniforge3/envs/WGCNA_v.1.73/bin/Rscript"""
sv_calling,sv_calling,,docs,2026-08-12-mixrace,docs/superpowers/plans/2026-08-12-mixrace.md,244,env-path,bcftools,,"""/home/u/miniforge3/envs/sv_calling/bin/bcftools"", [""view"", ""in.vcf""])"
